Ensembl_ID	Gene_symbol	contrast	type	dir	baseMean	log2FC	lfcSE	padj	n_ds_tested	n_ds_same_dir
ENSG00000101276	SLC52A3	F1_vs_F0	baseline	down	14.521696173895931	-0.6211601202825966	0.1575691190866573	0.011444760732295146	3	3
ENSG00000125144	MT1G	F1_vs_F0	baseline	down	7903.380854091619	-0.6620494591589182	0.16827871294445743	0.01162383623048079	3	3
ENSG00000163492	CCDC141	F1_vs_F0	baseline	down	87.25390324471508	-0.6433712643009685	0.16510511034402545	0.012702944252850354	3	3
ENSG00000204385	SLC44A4	F1_vs_F0	baseline	down	11.566432997879476	-1.1009641203730827	0.2861031228129107	0.014349820561002763	3	3
ENSG00000163873	GRIK3	F1_vs_F0	baseline	down	4.052734035739643	-1.1917999904604768	0.3135104097250824	0.016378310231038088	2	2
ENSG00000139352	ASCL1	F1_vs_F0	baseline	up	97.40109570534848	1.1398050164991378	0.3023606270486477	0.017838581533823984	3	3
ENSG00000148795	CYP17A1	F1_vs_F0	baseline	down	85.70166546690936	-0.6701280680222247	0.18086173072254041	0.02031306976555781	3	3
ENSG00000114455	HHLA2	F1_vs_F0	baseline	down	18.067059049866437	-1.0480286992155738	0.28384407070169	0.021122742206622403	3	3
ENSG00000165899	OTOGL	F1_vs_F0	baseline	down	3.623409013252973	-0.9623148756627115	0.26243962011427735	0.022673798357775235	2	2
ENSG00000139780	METTL21C	F1_vs_F0	baseline	down	2.583997398284046	-0.9211195687143617	0.25554657520842133	0.026733932905631065	2	2
ENSG00000117983	MUC5B	F1_vs_F0	baseline	down	43.894550072804456	-1.2045693678500784	0.3450928934140752	0.03588562841550042	3	3
ENSG00000213886	UBD	F1_vs_F0	baseline	up	253.41708110971294	0.7175815970127868	0.20915653184760385	0.04136802126396383	3	3
ENSG00000272573	MUSTN1	F1_vs_F0	baseline	down	6.608709493024371	-0.6673854317320889	0.1951735746435863	0.042065172868136505	2	2
ENSG00000105737	GRIK5	F1_vs_F0	baseline	down	2.8141581938700884	-0.8319842566413004	0.24354690742399496	0.042407098486692274	2	2
ENSG00000100985	MMP9	F1_vs_F0	baseline	up	23.0428383835616	0.6937009080686318	0.20358758046709605	0.04325123774242885	3	3
ENSG00000118785	SPP1	F1_vs_F0	baseline	up	496.84273567877693	0.6242063671012732	0.18443473101346042	0.0455473410045356	3	3
ENSG00000090104	RGS1	F1_vs_F0	baseline	up	81.53256770010464	0.6033871891285514	0.17914899400747422	0.04694047944840554	3	3
ENSG00000150556	LYPD6B	F1_vs_F0	baseline	down	10.400366037520536	-0.6265817802925435	0.1868829192123683	0.04756718016400132	3	3
ENSG00000125740	FOSB	F2_vs_F0	baseline	up	50.72325618519234	3.4177923207038288	0.30350512426375487	3.3000947438199233e-25	3	3
ENSG00000115009	CCL20	F2_vs_F0	baseline	up	22.233446184592292	2.104429963856449	0.24378149852731773	4.851252196543324e-14	3	3
ENSG00000104435	STMN2	F2_vs_F0	baseline	up	37.02294479239021	1.9689387570594656	0.2543649233322023	3.996338050249256e-11	3	3
ENSG00000198074	AKR1B10	F2_vs_F0	baseline	up	683.4013592426242	2.0161947318873765	0.26310280447966755	5.86254149369362e-11	3	3
ENSG00000164687	FABP5	F2_vs_F0	baseline	up	56.44551514897675	0.9972192476072576	0.13399826208772955	2.6697465427521506e-10	3	3
ENSG00000170323	FABP4	F2_vs_F0	baseline	up	122.74557961003397	1.4753190162151597	0.20541793320460508	1.3870081253108015e-9	3	3
ENSG00000095970	TREM2	F2_vs_F0	baseline	up	33.90114125719948	1.299652051939759	0.1818546751390125	1.5962130109829892e-9	3	3
ENSG00000123560	PLP1	F2_vs_F0	baseline	down	11.929573437275135	-1.9971199106345652	0.2814559355166211	2.0796235604498535e-9	3	3
ENSG00000134769	DTNA	F2_vs_F0	baseline	up	189.63326690793167	0.978808180999899	0.1433206224039898	1.2515192065706157e-8	3	3
ENSG00000163739	CXCL1	F2_vs_F0	baseline	up	18.889488837445022	1.280224588090052	0.1892313634626403	1.652231804624251e-8	3	3
ENSG00000182718	ANXA2	F2_vs_F0	baseline	up	1804.7357331756357	0.6055209150615726	0.08972618507990913	1.7233643041593678e-8	3	3
ENSG00000169429	CXCL8	F2_vs_F0	baseline	up	46.45250898645369	1.4216155541499602	0.21234658623945107	2.3262840243919624e-8	3	3
ENSG00000083857	FAT1	F2_vs_F0	baseline	up	2471.7995015323822	0.6572647801629143	0.10014384999640753	4.25410023818522e-8	3	3
ENSG00000165912	PACSIN3	F2_vs_F0	baseline	down	344.87497402680435	-0.7359486858962263	0.11194805000283134	4.25410023818522e-8	3	3
ENSG00000138131	LOXL4	F2_vs_F0	baseline	up	122.83015192736634	0.8743100401394396	0.13743033602212168	1.4002957527605729e-7	3	3
ENSG00000073737	DHRS9	F2_vs_F0	baseline	up	56.9141898243354	0.7205598386814791	0.11350287889910513	1.4647344719820894e-7	3	3
